bot_combo,top_combo,umbral_bot,umbral_top,cooldown,pnl_pct,portfolio,n_buy,n_sell,n_trades,n_ign,win_rate,alpha_vs_bh,alpha_vs_orig
bb_position,close_position+bb_position,0.75,0.6,0,-67.36,326.43,1069,1136,2205,3244,47.6,8.42,2.48
close_position+bb_position,close_position+bb_position,0.75,0.7,0,-67.36,326.43,946,993,1939,2550,47.3,8.42,2.48
close_position+bb_position,close_position+drawdown_pct+bb_position,0.75,0.6,0,-67.36,326.41,1053,1113,2166,3285,48.0,8.42,2.48
close_position+recovery_pct,drawdown_pct,0.65,0.7,0,-67.36,326.45,1006,1071,2077,2786,40.3,8.42,2.48
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.85,0,-67.36,326.43,612,639,1251,1037,42.9,8.42,2.48
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.6,0,-67.36,326.43,1089,1155,2244,3393,46.0,8.42,2.48
bb_position+recovery_pct,bb_position,0.75,0.7,0,-67.36,326.44,923,961,1884,2279,50.2,8.42,2.48
bb_position,close_position,0.65,0.85,48,-67.37,326.3,133,142,275,441,17.6,8.41,2.47
close_position+recovery_pct,bb_position,0.75,0.65,0,-67.37,326.28,954,992,1946,2664,52.0,8.41,2.47
close_position,drawdown_pct+bb_position,0.75,0.8,0,-67.38,326.19,796,832,1628,1856,45.4,8.4,2.46
recovery_pct,drawdown_pct,0.7,0.6,0,-67.39,326.15,1055,1113,2168,3207,43.6,8.39,2.45
close_position+bb_position,drawdown_pct,0.65,0.8,0,-67.39,326.07,892,954,1846,2613,38.7,8.39,2.45
close_position+bb_position,bb_position,0.6,0.85,48,-67.39,326.11,144,152,296,343,19.1,8.39,2.45
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.9,24,-67.39,326.11,214,227,441,234,19.8,8.39,2.45
bb_position,close_position+drawdown_pct,0.8,0.6,0,-67.4,325.97,1003,1048,2051,3075,50.4,8.38,2.44
close_position+recovery_pct,close_position+drawdown_pct,0.6,0.8,0,-67.4,325.99,819,866,1685,1974,38.9,8.38,2.44
close_position+bb_position+recovery_pct,drawdown_pct,0.65,0.75,0,-67.4,325.96,968,1034,2002,2574,41.8,8.38,2.44
bb_position+recovery_pct,close_position+bb_position,0.65,0.9,0,-67.41,325.9,500,534,1034,1641,30.1,8.37,2.43
bb_position+recovery_pct,drawdown_pct+bb_position,0.75,0.75,0,-67.41,325.88,876,913,1789,1859,48.7,8.37,2.43
close_position+bb_position+recovery_pct,close_position+bb_position,0.65,0.65,0,-67.41,325.88,1042,1103,2145,3019,46.9,8.37,2.43
close_position+bb_position+recovery_pct,close_position+bb_position,0.7,0.9,0,-67.41,325.9,498,531,1029,1568,29.4,8.37,2.43
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.9,12,-67.42,325.8,260,276,536,313,20.7,8.36,2.42
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.65,0.9,0,-67.42,325.81,580,622,1202,1732,30.5,8.36,2.42
close_position,drawdown_pct+bb_position,0.75,0.75,0,-67.43,325.71,863,904,1767,2148,46.1,8.35,2.41
bb_position+recovery_pct,drawdown_pct+bb_position,0.75,0.9,0,-67.43,325.7,571,604,1175,1209,39.2,8.35,2.41
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.85,24,-67.43,325.74,227,240,467,290,18.8,8.35,2.41
bb_position,bb_position,0.8,0.65,0,-67.44,325.57,956,998,1954,2712,51.0,8.34,2.4
recovery_pct,bb_position,0.7,0.65,0,-67.44,325.62,976,1023,1999,2678,50.7,8.34,2.4
close_position+bb_position,close_position+drawdown_pct,0.65,0.9,0,-67.44,325.58,485,520,1005,2131,25.8,8.34,2.4
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.6,0,-67.44,325.57,1067,1132,2199,3287,45.6,8.34,2.4
close_position,close_position+drawdown_pct,0.65,0.8,0,-67.45,325.55,824,873,1697,2237,38.4,8.33,2.39
bb_position+recovery_pct,close_position,0.65,0.85,24,-67.45,325.53,202,218,420,527,16.1,8.33,2.39
close_position+bb_position,bb_position,0.65,0.85,48,-67.46,325.45,144,152,296,329,19.1,8.32,2.38
close_position+bb_position,close_position+drawdown_pct+bb_position,0.8,0.7,0,-67.46,325.43,857,884,1741,2238,52.0,8.32,2.38
recovery_pct,bb_position,0.65,0.6,0,-67.47,325.33,1040,1094,2134,3157,49.1,8.31,2.37
close_position+bb_position,close_position+drawdown_pct+bb_position,0.75,0.65,0,-67.47,325.28,1003,1054,2057,2889,48.0,8.31,2.37
close_position+recovery_pct,close_position+drawdown_pct,0.65,0.7,0,-67.47,325.29,961,1017,1978,2505,43.4,8.31,2.37
bb_position+recovery_pct,close_position+bb_position,0.8,0.8,0,-67.47,325.34,700,727,1427,1403,49.2,8.31,2.37
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.8,0,-67.47,325.27,769,805,1574,1501,45.6,8.31,2.37
close_position+bb_position+recovery_pct,close_position,0.65,0.85,0,-67.47,325.28,604,645,1249,1838,33.3,8.31,2.37
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.65,0,-67.48,325.24,1036,1095,2131,3001,45.8,8.3,2.36
bb_position+recovery_pct,close_position,0.65,0.8,0,-67.48,325.24,727,776,1503,1937,35.8,8.3,2.36
bb_position+recovery_pct,drawdown_pct,0.75,0.6,0,-67.48,325.18,1061,1114,2175,3184,45.4,8.3,2.36
close_position+bb_position+recovery_pct,close_position,0.6,0.85,24,-67.48,325.22,202,218,420,628,15.6,8.3,2.36
close_position+recovery_pct,close_position+drawdown_pct,0.7,0.9,0,-67.49,325.08,477,512,989,1448,28.7,8.29,2.35
bb_position+recovery_pct,drawdown_pct,0.65,0.8,0,-67.49,325.15,883,941,1824,2154,41.0,8.29,2.35
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.9,0,-67.49,325.12,572,597,1169,844,43.6,8.29,2.35
bb_position,drawdown_pct,0.7,0.8,0,-67.5,325.03,879,943,1822,2355,39.0,8.28,2.34
close_position+bb_position,drawdown_pct,0.65,0.75,0,-67.5,324.97,978,1049,2027,2900,40.6,8.28,2.34
close_position+recovery_pct,drawdown_pct+bb_position,0.65,0.85,24,-67.5,324.97,232,246,478,294,19.5,8.28,2.34
close_position+bb_position+recovery_pct,bb_position,0.75,0.7,0,-67.5,324.99,936,972,1908,2332,50.9,8.28,2.34
close_position,close_position+bb_position,0.7,0.8,0,-67.51,324.92,773,816,1589,2136,40.4,8.27,2.33
recovery_pct,drawdown_pct+bb_position,0.7,0.6,0,-67.51,324.86,1014,1070,2084,3040,47.7,8.27,2.33
bb_position+recovery_pct,drawdown_pct,0.85,0.9,0,-67.51,324.89,590,614,1204,884,45.4,8.27,2.33
bb_position+recovery_pct,drawdown_pct+bb_position,0.75,0.65,0,-67.51,324.89,972,1014,1986,2625,49.1,8.27,2.33
recovery_pct,close_position+bb_position,0.6,0.65,0,-67.52,324.79,1004,1062,2066,2828,46.1,8.26,2.32
close_position+bb_position,close_position,0.6,0.65,0,-67.52,324.75,1075,1149,2224,3317,42.2,8.26,2.32
bb_position+recovery_pct,close_position+bb_position,0.6,0.85,0,-67.52,324.78,669,717,1386,1843,32.9,8.26,2.32
recovery_pct,bb_position,0.65,0.85,0,-67.53,324.67,713,754,1467,1520,37.8,8.25,2.31
bb_position+recovery_pct,close_position,0.65,0.7,0,-67.53,324.73,941,993,1934,2516,43.9,8.25,2.31
bb_position,close_position,0.8,0.85,12,-67.54,324.58,294,311,605,536,21.2,8.24,2.3
close_position+bb_position,drawdown_pct,0.75,0.9,0,-67.54,324.62,638,681,1319,1681,35.4,8.24,2.3
close_position,drawdown_pct+bb_position,0.7,0.75,0,-67.55,324.5,913,964,1877,2396,43.9,8.23,2.29
bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.9,0,-67.55,324.5,486,521,1007,1803,26.1,8.23,2.29
bb_position+recovery_pct,close_position+bb_position,0.75,0.9,0,-67.55,324.47,491,523,1014,1241,34.2,8.23,2.29
bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.65,0,-67.55,324.49,1013,1067,2080,2769,45.2,8.23,2.29
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.75,0,-67.55,324.55,900,955,1855,2279,42.7,8.23,2.29
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.8,0,-67.55,324.51,733,759,1492,1319,48.9,8.23,2.29
close_position,close_position+drawdown_pct,0.65,0.7,0,-67.56,324.43,988,1048,2036,2873,44.0,8.22,2.28
close_position,close_position+drawdown_pct+bb_position,0.65,0.85,24,-67.56,324.4,227,240,467,436,17.5,8.22,2.28
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.6,0,-67.56,324.45,1066,1127,2193,3233,46.3,8.22,2.28
close_position,drawdown_pct,0.65,0.65,0,-67.57,324.33,1079,1155,2234,3512,40.7,8.21,2.27
close_position,close_position+drawdown_pct,0.6,0.8,0,-67.57,324.27,827,879,1706,2319,37.7,8.21,2.27
close_position,drawdown_pct,0.6,0.7,0,-67.58,324.2,1041,1113,2154,3226,39.2,8.2,2.26
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.9,0,-67.58,324.22,485,520,1005,1946,25.6,8.2,2.26
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.85,0,-67.58,324.24,673,717,1390,1790,36.5,8.2,2.26
close_position+bb_position,drawdown_pct,0.6,0.8,0,-67.59,324.09,894,956,1850,2684,38.3,8.19,2.25
close_position+recovery_pct,drawdown_pct,0.6,0.85,0,-67.59,324.1,787,836,1623,2016,40.3,8.19,2.25
close_position+recovery_pct,bb_position,0.6,0.85,24,-67.59,324.05,237,249,486,309,18.5,8.19,2.25
close_position+recovery_pct,close_position+bb_position,0.7,0.65,0,-67.59,324.09,989,1041,2030,2786,47.8,8.19,2.25
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.85,0,-67.59,324.14,668,703,1371,1129,43.4,8.19,2.25
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.85,24,-67.59,324.1,227,240,467,314,19.2,8.19,2.25
close_position+bb_position+recovery_pct,drawdown_pct,0.65,0.85,0,-67.59,324.06,790,841,1631,2005,40.7,8.19,2.25
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.75,0,-67.59,324.11,858,889,1747,1908,49.0,8.19,2.25
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.9,0,-67.6,324.0,476,505,981,928,33.3,8.18,2.24
bb_position+recovery_pct,close_position,0.85,0.85,24,-67.6,324.0,202,218,420,192,15.6,8.18,2.24
close_position+recovery_pct,drawdown_pct+bb_position,0.75,0.65,0,-67.61,323.87,950,989,1939,2621,49.0,8.17,2.23
bb_position,bb_position,0.6,0.85,24,-67.62,323.83,236,250,486,408,20.0,8.16,2.22
close_position+bb_position,close_position,0.65,0.85,48,-67.62,323.82,133,142,275,459,18.3,8.16,2.22
close_position+recovery_pct,bb_position,0.6,0.85,0,-67.62,323.79,738,783,1521,1861,35.4,8.16,2.22
close_position+bb_position,drawdown_pct,0.7,0.65,0,-67.63,323.71,1086,1162,2248,3372,40.3,8.15,2.21
close_position+bb_position,close_position+drawdown_pct,0.65,0.75,0,-67.63,323.74,910,968,1878,2607,42.4,8.15,2.21
bb_position,drawdown_pct,0.7,0.75,0,-67.64,323.59,960,1029,1989,2656,40.4,8.14,2.2
bb_position,drawdown_pct+bb_position,0.8,0.65,0,-67.64,323.56,947,990,1937,2679,49.0,8.14,2.2
recovery_pct,bb_position,0.75,0.75,0,-67.64,323.59,833,866,1699,1809,50.8,8.14,2.2
bb_position,close_position+bb_position,0.75,0.85,0,-67.65,323.51,652,694,1346,1644,37.0,8.13,2.19
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.8,0,-67.65,323.45,721,743,1464,1269,49.1,8.13,2.19
close_position+recovery_pct,close_position+drawdown_pct,0.65,0.9,0,-67.66,323.39,481,518,999,1638,27.0,8.12,2.18
bb_position,close_position+drawdown_pct+bb_position,0.7,0.85,0,-67.67,323.32,675,725,1400,1849,32.4,8.11,2.17
close_position+recovery_pct,close_position+drawdown_pct,0.65,0.8,24,-67.67,323.32,251,264,515,176,23.5,8.11,2.17
bb_position+recovery_pct,drawdown_pct+bb_position,0.75,0.85,0,-67.67,323.33,694,733,1427,1343,42.6,8.11,2.17
bb_position,close_position,0.6,0.65,0,-67.68,323.19,1071,1142,2213,3259,42.9,8.1,2.16
bb_position,close_position,0.7,0.8,0,-67.68,323.2,732,783,1515,2124,35.4,8.1,2.16
bb_position,drawdown_pct,0.6,0.75,0,-67.68,323.23,978,1048,2026,2907,40.7,8.1,2.16
bb_position+recovery_pct,drawdown_pct,0.7,0.85,0,-67.68,323.23,779,826,1605,1719,41.6,8.1,2.16
bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.9,0,-67.69,323.1,467,501,968,997,32.5,8.09,2.15
close_position+bb_position+recovery_pct,close_position+bb_position,0.6,0.9,0,-67.69,323.07,503,538,1041,1930,28.3,8.09,2.15
close_position,close_position+bb_position,0.75,0.75,0,-67.7,322.97,827,862,1689,2169,47.4,8.08,2.14
recovery_pct,close_position,0.7,0.8,0,-67.71,322.9,703,745,1448,1588,39.7,8.07,2.13
close_position+bb_position,drawdown_pct,0.6,0.75,0,-67.71,322.92,981,1051,2032,2970,40.3,8.07,2.13
close_position+recovery_pct,drawdown_pct,0.6,0.7,0,-67.71,322.92,1021,1087,2108,2906,41.0,8.07,2.13
close_position,drawdown_pct+bb_position,0.6,0.9,0,-67.72,322.84,578,619,1197,2106,30.2,8.06,2.12
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.6,0,-67.72,322.84,1111,1187,2298,3502,45.0,8.06,2.12
bb_position,drawdown_pct,0.65,0.8,0,-67.73,322.68,890,954,1844,2532,37.9,8.05,2.11
bb_position,close_position+drawdown_pct+bb_position,0.65,0.85,0,-67.73,322.69,678,728,1406,2042,31.7,8.05,2.11
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.9,0,-67.73,322.73,581,620,1201,1736,30.6,8.05,2.11
bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.65,0,-67.73,322.66,908,942,1850,2486,50.0,8.05,2.11
bb_position+recovery_pct,close_position+bb_position,0.7,0.85,24,-67.73,322.68,222,234,456,329,17.1,8.05,2.11
bb_position,close_position,0.6,0.85,48,-67.74,322.59,133,142,275,457,18.3,8.04,2.1
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.75,0,-67.74,322.62,834,866,1700,1827,48.0,8.04,2.1
bb_position+recovery_pct,close_position,0.65,0.85,0,-67.74,322.64,598,640,1238,1719,32.8,8.04,2.1
recovery_pct,close_position+drawdown_pct,0.7,0.7,0,-67.75,322.48,925,970,1895,2202,47.9,8.03,2.09
recovery_pct,close_position+bb_position,0.65,0.9,0,-67.75,322.46,492,524,1016,1397,32.1,8.03,2.09
close_position,drawdown_pct+bb_position,0.65,0.9,24,-67.76,322.37,215,227,442,561,16.3,8.02,2.08
bb_position+recovery_pct,drawdown_pct,0.7,0.6,0,-67.76,322.4,1109,1175,2284,3313,41.6,8.02,2.08
close_position,close_position+bb_position,0.6,0.6,0,-67.77,322.31,1131,1214,2345,3687,44.3,8.01,2.07
bb_position,drawdown_pct,0.75,0.75,0,-67.77,322.33,938,995,1933,2429,43.8,8.01,2.07
close_position+bb_position+recovery_pct,bb_position,0.75,0.8,0,-67.77,322.25,806,837,1643,1681,49.5,8.01,2.07
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.8,0,-67.77,322.27,759,789,1548,1405,48.5,8.01,2.07
bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.85,0,-67.78,322.24,671,718,1389,1816,35.1,8.0,2.06
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.8,0,-67.78,322.22,826,875,1701,2121,38.5,8.0,2.06
bb_position,drawdown_pct,0.6,0.8,0,-67.79,322.1,892,954,1846,2619,39.0,7.99,2.05
recovery_pct,drawdown_pct+bb_position,0.7,0.9,0,-67.79,322.09,568,606,1174,1226,35.8,7.99,2.05
close_position+bb_position,close_position+drawdown_pct,0.6,0.75,0,-67.79,322.06,913,970,1883,2677,42.5,7.99,2.05
close_position+recovery_pct,close_position+bb_position,0.65,0.8,0,-67.79,322.13,762,809,1571,1931,40.5,7.99,2.05
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.85,0,-67.8,322.04,777,823,1600,1828,41.6,7.98,2.04
close_position+bb_position,bb_position,0.7,0.85,0,-67.82,321.77,741,790,1531,2000,34.2,7.96,2.02
recovery_pct,close_position,0.6,0.85,0,-67.83,321.73,594,637,1231,1586,33.6,7.95,2.01
close_position+bb_position+recovery_pct,bb_position,0.6,0.85,0,-67.83,321.74,744,792,1536,2009,34.7,7.95,2.01
close_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,0,-67.85,321.55,943,985,1928,2627,48.1,7.93,1.99
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.85,0,-67.85,321.52,677,723,1400,1783,33.6,7.93,1.99
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.7,0,-67.85,321.54,1003,1064,2067,2736,41.5,7.93,1.99
bb_position,drawdown_pct,0.8,0.9,0,-67.86,321.39,622,653,1275,1363,40.9,7.92,1.98
bb_position,bb_position,0.8,0.7,0,-67.86,321.43,901,938,1839,2329,50.7,7.92,1.98
bb_position,close_position+bb_position,0.7,0.6,0,-67.86,321.36,1106,1184,2290,3442,44.6,7.92,1.98
close_position+bb_position,close_position+drawdown_pct+bb_position,0.7,0.8,0,-67.86,321.36,807,858,1665,2112,38.0,7.92,1.98
close_position+recovery_pct,drawdown_pct+bb_position,0.7,0.9,24,-67.86,321.37,215,227,442,359,18.5,7.92,1.98
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.65,0.85,24,-67.86,321.35,233,246,479,305,20.7,7.92,1.98
bb_position+recovery_pct,drawdown_pct,0.65,0.75,0,-67.87,321.34,963,1029,1992,2454,41.3,7.91,1.97
close_position+recovery_pct,drawdown_pct,0.65,0.6,0,-67.88,321.24,1108,1179,2287,3474,40.3,7.9,1.96
recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.8,48,-67.89,321.07,146,154,300,60,18.8,7.89,1.95
close_position+recovery_pct,drawdown_pct,0.65,0.85,0,-67.89,321.14,780,827,1607,1881,40.4,7.89,1.95
close_position,close_position+bb_position,0.6,0.65,0,-67.9,321.05,1069,1143,2212,3321,43.8,7.88,1.94
close_position+recovery_pct,drawdown_pct+bb_position,0.7,0.85,0,-67.9,321.01,703,748,1451,1521,38.9,7.88,1.94
bb_position,close_position+bb_position,0.65,0.6,0,-67.91,320.93,1132,1215,2347,3584,44.0,7.87,1.93
close_position+bb_position+recovery_pct,bb_position,0.7,0.6,0,-67.91,320.91,1078,1140,2218,3257,47.5,7.87,1.93
close_position+recovery_pct,bb_position,0.65,0.85,0,-67.92,320.83,728,773,1501,1730,35.3,7.86,1.92
bb_position+recovery_pct,bb_position,0.8,0.7,0,-67.92,320.78,865,895,1760,2133,51.4,7.86,1.92
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.9,24,-67.92,320.81,215,227,442,224,18.5,7.86,1.92
close_position,close_position+drawdown_pct,0.6,0.7,0,-67.93,320.69,996,1060,2056,2944,42.3,7.85,1.91
close_position,close_position+drawdown_pct,0.7,0.65,0,-67.93,320.71,1016,1080,2096,3135,43.1,7.85,1.91
recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.85,0,-67.93,320.71,668,711,1379,1531,35.7,7.85,1.91
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.6,0,-67.93,320.75,1095,1169,2264,3397,43.8,7.85,1.91
bb_position,drawdown_pct,0.65,0.7,0,-67.94,320.62,1039,1112,2151,3128,38.9,7.84,1.9
recovery_pct,close_position+drawdown_pct,0.65,0.75,0,-67.94,320.55,871,916,1787,1955,44.4,7.84,1.9
close_position+bb_position+recovery_pct,bb_position,0.7,0.85,0,-67.94,320.58,728,771,1499,1672,35.3,7.84,1.9
close_position+bb_position+recovery_pct,close_position+bb_position,0.7,0.85,24,-67.94,320.63,222,234,456,348,17.1,7.84,1.9
close_position+bb_position,close_position+drawdown_pct,0.6,0.9,0,-67.95,320.52,485,520,1005,2206,25.2,7.83,1.89
close_position,close_position+drawdown_pct+bb_position,0.6,0.85,0,-67.96,320.43,680,728,1408,2141,32.1,7.82,1.88
close_position,close_position+drawdown_pct+bb_position,0.75,0.75,0,-67.96,320.36,842,878,1720,2125,46.1,7.82,1.88
close_position,drawdown_pct+bb_position,0.7,0.7,0,-67.97,320.33,973,1030,2003,2756,44.5,7.81,1.87
close_position,close_position+drawdown_pct+bb_position,0.75,0.7,0,-67.97,320.31,901,945,1846,2483,46.0,7.81,1.87
recovery_pct,close_position+bb_position,0.7,0.7,0,-67.97,320.33,913,955,1868,2270,49.2,7.81,1.87
recovery_pct,close_position+bb_position,0.7,0.8,0,-67.97,320.31,737,771,1508,1608,46.3,7.81,1.87
bb_position,close_position+drawdown_pct+bb_position,0.8,0.7,0,-67.98,320.18,888,925,1813,2254,50.6,7.8,1.86
bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.85,0,-67.98,320.16,627,660,1287,1073,43.2,7.8,1.86
close_position+bb_position+recovery_pct,bb_position,0.6,0.6,0,-67.98,320.17,1125,1204,2329,3520,45.2,7.8,1.86
bb_position,close_position+bb_position,0.75,0.9,0,-67.99,320.13,497,532,1029,1562,31.0,7.79,1.85
bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.6,0,-67.99,320.1,1070,1128,2198,3161,44.9,7.79,1.85
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.85,0,-67.99,320.12,682,728,1410,1936,33.7,7.79,1.85
close_position+bb_position+recovery_pct,bb_position,0.65,0.85,0,-68.0,320.02,736,782,1518,1861,35.3,7.78,1.84
bb_position+recovery_pct,close_position+bb_position,0.65,0.65,0,-68.01,319.93,1029,1092,2121,2913,46.2,7.77,1.83
close_position+recovery_pct,drawdown_pct,0.7,0.65,0,-68.02,319.77,1027,1093,2120,3000,41.5,7.76,1.82
close_position+recovery_pct,drawdown_pct+bb_position,0.75,0.8,0,-68.02,319.8,790,826,1616,1550,46.2,7.76,1.82
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.6,0,-68.02,319.83,1033,1092,2125,3161,46.6,7.76,1.82
recovery_pct,close_position+bb_position,0.65,0.85,24,-68.04,319.61,219,233,452,287,18.9,7.74,1.8
close_position+recovery_pct,drawdown_pct,0.7,0.6,0,-68.04,319.64,1079,1145,2224,3337,41.6,7.74,1.8
close_position+recovery_pct,close_position+bb_position,0.8,0.75,0,-68.04,319.63,756,779,1535,1714,50.3,7.74,1.8
close_position+bb_position,bb_position,0.7,0.85,24,-68.05,319.49,236,250,486,348,18.8,7.73,1.79
close_position+recovery_pct,bb_position,0.65,0.6,0,-68.05,319.51,1077,1140,2217,3318,47.1,7.73,1.79
bb_position+recovery_pct,close_position,0.6,0.7,0,-68.05,319.54,958,1012,1970,2635,43.9,7.73,1.79
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.85,0,-68.05,319.5,676,724,1400,1780,34.3,7.73,1.79
close_position,bb_position,0.7,0.65,0,-68.06,319.38,1043,1111,2154,3132,46.1,7.72,1.78
close_position+bb_position,close_position+drawdown_pct+bb_position,0.75,0.75,0,-68.06,319.37,872,915,1787,2158,45.4,7.72,1.78
bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.85,24,-68.06,319.41,233,246,479,320,20.3,7.72,1.78
close_position+bb_position+recovery_pct,close_position+bb_position,0.65,0.9,0,-68.06,319.4,500,536,1036,1769,28.7,7.72,1.78
recovery_pct,drawdown_pct+bb_position,0.6,0.9,0,-68.07,319.33,578,616,1194,1470,33.1,7.71,1.77
close_position+bb_position,close_position+drawdown_pct,0.7,0.7,0,-68.07,319.28,985,1046,2031,2752,43.4,7.71,1.77
close_position+bb_position,close_position+drawdown_pct+bb_position,0.65,0.85,0,-68.08,319.23,682,732,1414,2117,32.4,7.7,1.76
bb_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,0,-68.08,319.19,970,1016,1986,2620,47.4,7.7,1.76
close_position+bb_position+recovery_pct,bb_position,0.8,0.75,0,-68.08,319.24,804,833,1637,1767,50.7,7.7,1.76
bb_position,close_position,0.75,0.8,0,-68.09,319.08,715,757,1472,1884,37.9,7.69,1.75
bb_position,close_position+drawdown_pct,0.65,0.75,0,-68.09,319.06,908,968,1876,2526,41.4,7.69,1.75
bb_position,close_position+drawdown_pct+bb_position,0.75,0.85,0,-68.09,319.14,663,708,1371,1595,35.9,7.69,1.75
close_position+bb_position,close_position,0.75,0.85,24,-68.09,319.06,203,218,421,476,14.2,7.69,1.75
close_position+recovery_pct,close_position+bb_position,0.6,0.8,0,-68.09,319.11,774,820,1594,2059,40.6,7.69,1.75
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.65,0,-68.09,319.14,1018,1077,2095,2886,44.5,7.69,1.75
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.75,0,-68.09,319.11,849,884,1733,1845,47.7,7.69,1.75
close_position,close_position+drawdown_pct,0.65,0.85,0,-68.1,319.03,676,720,1396,2062,35.0,7.68,1.74
bb_position,close_position+drawdown_pct,0.7,0.75,0,-68.1,318.99,896,951,1847,2356,43.0,7.68,1.74
bb_position+recovery_pct,close_position,0.65,0.75,0,-68.1,319.03,837,889,1726,2210,40.5,7.68,1.74
close_position,close_position+drawdown_pct,0.65,0.6,0,-68.12,318.8,1114,1186,2300,3649,43.8,7.66,1.72
bb_position,close_position+drawdown_pct+bb_position,0.65,0.85,24,-68.12,318.76,227,240,467,458,18.3,7.66,1.72
close_position+recovery_pct,close_position+bb_position,0.6,0.9,0,-68.12,318.83,501,535,1036,1772,28.4,7.66,1.72
recovery_pct,drawdown_pct,0.6,0.85,0,-68.14,318.56,778,826,1604,1762,40.7,7.64,1.7
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.8,0,-68.14,318.64,780,822,1602,1675,41.1,7.64,1.7
recovery_pct,close_position+bb_position,0.7,0.85,24,-68.15,318.48,219,233,452,258,19.3,7.63,1.69
close_position+bb_position,bb_position,0.75,0.8,0,-68.15,318.46,825,864,1689,1925,46.4,7.63,1.69
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.7,0,-68.15,318.53,910,950,1860,2202,48.6,7.63,1.69
close_position+bb_position+recovery_pct,close_position,0.6,0.75,0,-68.15,318.48,855,911,1766,2466,38.6,7.63,1.69
close_position,drawdown_pct+bb_position,0.65,0.9,0,-68.16,318.37,580,619,1199,2013,31.0,7.62,1.68
bb_position,close_position+drawdown_pct,0.6,0.75,0,-68.16,318.43,910,968,1878,2613,42.5,7.62,1.68
recovery_pct,drawdown_pct,0.65,0.8,0,-68.16,318.37,863,913,1776,1940,43.7,7.62,1.68
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.75,0,-68.18,318.21,894,948,1842,2162,42.6,7.6,1.66
bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.65,0,-68.19,318.14,1008,1066,2074,2770,44.2,7.59,1.65
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.85,0,-68.19,318.08,670,716,1386,1664,34.1,7.59,1.65
close_position+recovery_pct,close_position+drawdown_pct,0.7,0.7,0,-68.2,318.04,937,989,1926,2357,44.7,7.58,1.64
