bot_combo,top_combo,umbral_bot,umbral_top,cooldown,pnl_pct,portfolio,n_buy,n_sell,n_trades,n_ign,win_rate,alpha_vs_bh,alpha_vs_orig
recovery_pct,close_position+bb_position,0.7,0.6,24,-13.89,861.05,270,273,543,493,54.6,61.89,55.95
recovery_pct,close_position+bb_position,0.8,0.65,72,-13.89,861.1,107,107,214,249,53.3,61.89,55.95
recovery_pct,close_position+drawdown_pct,0.8,0.6,72,-13.9,860.99,107,107,214,323,50.5,61.88,55.94
bb_position+recovery_pct,drawdown_pct+bb_position,0.9,0.75,72,-13.9,860.99,105,105,210,122,53.3,61.88,55.94
bb_position,bb_position,0.6,0.6,48,-13.91,860.86,164,164,328,152,52.4,61.87,55.93
recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.65,72,-13.92,860.76,109,109,218,185,48.6,61.86,55.92
recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.8,72,-13.92,860.8,109,109,218,26,51.4,61.86,55.92
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.6,48,-13.92,860.76,157,156,313,265,55.8,61.86,55.92
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.7,72,-13.93,860.74,105,105,210,155,55.2,61.85,55.91
recovery_pct,bb_position,0.8,0.6,72,-13.94,860.57,107,107,214,351,56.1,61.84,55.9
recovery_pct,bb_position,0.8,0.65,48,-13.94,860.57,156,155,311,207,55.5,61.84,55.9
recovery_pct,close_position+bb_position,0.9,0.6,24,-13.94,860.58,229,229,458,957,60.7,61.84,55.9
close_position,bb_position,0.9,0.75,48,-13.95,860.47,126,126,252,396,54.8,61.83,55.89
close_position,close_position+bb_position,0.9,0.65,48,-13.95,860.5,126,126,252,654,54.8,61.83,55.89
recovery_pct,drawdown_pct,0.75,0.7,48,-13.95,860.5,159,159,318,116,54.7,61.83,55.89
close_position,close_position+drawdown_pct,0.9,0.6,48,-13.96,860.41,126,126,252,818,57.9,61.82,55.88
close_position+bb_position,close_position,0.8,0.7,96,-13.96,860.42,87,86,173,43,47.7,61.82,55.88
close_position,close_position,0.85,0.6,12,-13.98,860.18,321,321,642,1348,59.5,61.8,55.86
close_position,drawdown_pct+bb_position,0.9,0.7,48,-13.98,860.19,126,126,252,523,57.1,61.8,55.86
close_position+bb_position,drawdown_pct+bb_position,0.9,0.75,48,-13.98,860.22,138,142,280,212,43.7,61.8,55.86
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.75,72,-13.98,860.2,105,105,210,102,58.1,61.8,55.86
close_position+bb_position,bb_position,0.65,0.6,48,-13.99,860.15,164,164,328,152,52.4,61.79,55.85
close_position+recovery_pct,close_position,0.8,0.65,72,-13.99,860.1,108,108,216,190,50.0,61.79,55.85
close_position,drawdown_pct+bb_position,0.9,0.85,48,-14.0,860.01,126,131,257,101,37.4,61.78,55.84
recovery_pct,drawdown_pct+bb_position,0.9,0.75,72,-14.0,859.98,104,104,208,135,59.6,61.78,55.84
close_position+recovery_pct,bb_position,0.85,0.8,72,-14.01,859.87,105,105,210,97,58.1,61.77,55.83
close_position+bb_position,drawdown_pct,0.9,0.8,72,-14.03,859.72,101,101,202,188,56.4,61.75,55.81
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.6,72,-14.03,859.69,115,114,229,115,48.2,61.75,55.81
close_position+recovery_pct,close_position+bb_position,0.85,0.6,72,-14.06,859.37,105,105,210,355,56.2,61.72,55.78
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.65,72,-14.06,859.36,109,109,218,227,56.9,61.72,55.78
close_position+recovery_pct,close_position+bb_position,0.8,0.6,72,-14.08,859.2,108,108,216,302,51.9,61.7,55.76
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.6,48,-14.08,859.16,159,158,317,227,56.3,61.7,55.76
recovery_pct,drawdown_pct+bb_position,0.8,0.7,72,-14.1,858.98,107,107,214,161,53.3,61.68,55.74
close_position+bb_position,bb_position,0.8,0.6,48,-14.11,858.94,157,157,314,284,54.8,61.67,55.73
close_position+recovery_pct,drawdown_pct,0.85,0.8,48,-14.11,858.92,146,150,296,78,42.0,61.67,55.73
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.7,48,-14.11,858.91,157,156,313,104,53.2,61.67,55.73
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.65,48,-14.11,858.91,137,137,274,475,60.6,61.67,55.73
bb_position+recovery_pct,bb_position,0.6,0.6,48,-14.14,858.58,164,164,328,148,53.0,61.64,55.7
close_position+recovery_pct,close_position,0.9,0.6,12,-14.15,858.47,286,286,572,1561,61.9,61.63,55.69
bb_position+recovery_pct,bb_position,0.85,0.85,72,-14.17,858.31,105,106,211,43,45.3,61.61,55.67
close_position+bb_position+recovery_pct,bb_position,0.7,0.7,72,-14.17,858.32,113,112,225,77,57.1,61.61,55.67
close_position,close_position+bb_position,0.8,0.7,48,-14.18,858.24,152,152,304,163,53.3,61.6,55.66
recovery_pct,drawdown_pct+bb_position,0.9,0.8,72,-14.18,858.2,104,104,208,97,54.8,61.6,55.66
recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.7,72,-14.18,858.16,109,109,218,118,50.5,61.6,55.66
close_position,close_position+drawdown_pct,0.9,0.65,24,-14.2,857.99,180,181,361,1145,56.9,61.58,55.64
close_position+recovery_pct,close_position+bb_position,0.75,0.65,48,-14.2,858.02,159,158,317,158,52.5,61.58,55.64
bb_position+recovery_pct,bb_position,0.7,0.65,48,-14.2,858.03,162,162,324,120,51.9,61.58,55.64
close_position,drawdown_pct,0.85,0.8,24,-14.22,857.79,229,236,465,257,45.3,61.56,55.62
recovery_pct,close_position+drawdown_pct,0.75,0.7,72,-14.22,857.8,109,109,218,105,50.5,61.56,55.62
recovery_pct,close_position+bb_position,0.9,0.6,48,-14.22,857.8,142,142,284,542,56.3,61.56,55.62
close_position+bb_position,close_position+bb_position,0.7,0.6,24,-14.22,857.76,284,290,574,347,46.6,61.56,55.62
bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,72,-14.23,857.69,115,114,229,81,45.6,61.55,55.61
recovery_pct,drawdown_pct+bb_position,0.8,0.6,72,-14.24,857.62,107,107,214,330,55.1,61.54,55.6
recovery_pct,drawdown_pct+bb_position,0.8,0.75,72,-14.24,857.59,107,107,214,89,54.2,61.54,55.6
bb_position,close_position,0.85,0.6,24,-14.25,857.52,259,265,524,550,50.2,61.53,55.59
recovery_pct,close_position+drawdown_pct,0.75,0.7,48,-14.25,857.46,159,158,317,80,51.3,61.53,55.59
recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.65,12,-14.25,857.49,335,337,672,977,58.8,61.53,55.59
close_position+recovery_pct,drawdown_pct,0.65,0.75,72,-14.25,857.51,114,113,227,65,48.7,61.53,55.59
recovery_pct,drawdown_pct,0.75,0.7,72,-14.26,857.42,109,109,218,140,47.7,61.52,55.58
recovery_pct,bb_position,0.7,0.7,72,-14.26,857.38,109,109,218,167,54.1,61.52,55.58
close_position+recovery_pct,drawdown_pct,0.85,0.7,48,-14.26,857.4,146,148,294,260,50.0,61.52,55.58
close_position,drawdown_pct,0.85,0.85,72,-14.27,857.34,102,105,207,72,49.5,61.51,55.57
close_position+bb_position+recovery_pct,drawdown_pct,0.9,0.75,48,-14.28,857.2,137,138,275,287,56.5,61.5,55.56
close_position+bb_position+recovery_pct,bb_position,0.6,0.65,48,-14.28,857.16,165,165,330,88,52.7,61.5,55.56
bb_position+recovery_pct,close_position,0.85,0.8,72,-14.29,857.07,106,107,213,43,45.8,61.49,55.55
recovery_pct,close_position,0.75,0.65,48,-14.31,856.89,159,158,317,172,53.8,61.47,55.53
recovery_pct,close_position+bb_position,0.85,0.6,48,-14.32,856.82,150,150,300,401,56.0,61.46,55.52
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.9,0.7,48,-14.32,856.79,137,139,276,306,55.4,61.46,55.52
bb_position,close_position+drawdown_pct+bb_position,0.9,0.8,96,-14.33,856.73,84,83,167,61,55.4,61.45,55.51
recovery_pct,close_position,0.85,0.8,96,-14.33,856.68,85,85,170,0,49.4,61.45,55.51
bb_position+recovery_pct,bb_position,0.85,0.8,72,-14.33,856.67,106,107,213,62,48.6,61.45,55.51
bb_position+recovery_pct,drawdown_pct,0.65,0.6,48,-14.35,856.49,162,167,329,125,41.3,61.43,55.49
bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.8,72,-14.35,856.51,109,109,218,30,47.7,61.43,55.49
recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.7,48,-14.36,856.44,159,158,317,79,50.0,61.42,55.48
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.8,72,-14.36,856.35,105,105,210,65,54.3,61.42,55.48
recovery_pct,drawdown_pct+bb_position,0.8,0.65,72,-14.37,856.26,107,107,214,258,53.3,61.41,55.47
close_position,drawdown_pct+bb_position,0.75,0.75,72,-14.38,856.22,112,111,223,43,49.5,61.4,55.46
close_position+bb_position,drawdown_pct+bb_position,0.9,0.85,72,-14.39,856.14,101,101,202,60,56.4,61.39,55.45
recovery_pct,close_position+drawdown_pct,0.75,0.6,72,-14.4,856.01,109,109,218,239,49.5,61.38,55.44
close_position+bb_position,drawdown_pct+bb_position,0.75,0.6,48,-14.4,856.02,163,163,326,198,52.1,61.38,55.44
close_position+recovery_pct,close_position+drawdown_pct,0.9,0.8,48,-14.4,856.01,133,133,266,187,54.9,61.38,55.44
close_position+bb_position+recovery_pct,close_position,0.85,0.65,72,-14.4,856.01,107,107,214,208,51.4,61.38,55.44
close_position,close_position,0.85,0.8,48,-14.42,855.79,140,143,283,101,46.2,61.36,55.42
close_position,drawdown_pct+bb_position,0.9,0.75,48,-14.42,855.79,126,126,252,384,52.4,61.36,55.42
close_position+bb_position+recovery_pct,close_position,0.85,0.7,72,-14.42,855.77,107,107,214,140,49.5,61.36,55.42
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.7,72,-14.42,855.76,107,107,214,150,52.3,61.36,55.42
recovery_pct,close_position+drawdown_pct,0.8,0.65,72,-14.43,855.75,107,107,214,253,49.5,61.35,55.41
close_position+bb_position,close_position+drawdown_pct,0.9,0.75,72,-14.43,855.67,101,101,202,169,57.4,61.35,55.41
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.7,72,-14.43,855.7,109,109,218,137,56.0,61.35,55.41
bb_position+recovery_pct,drawdown_pct+bb_position,0.9,0.8,72,-14.43,855.71,105,105,210,73,49.5,61.35,55.41
close_position+bb_position+recovery_pct,bb_position,0.85,0.6,72,-14.44,855.56,107,107,214,361,54.2,61.34,55.4
close_position+recovery_pct,drawdown_pct,0.85,0.8,72,-14.45,855.55,105,105,210,91,56.2,61.33,55.39
close_position+recovery_pct,close_position+bb_position,0.8,0.7,72,-14.45,855.46,108,108,216,164,50.9,61.33,55.39
bb_position,bb_position,0.85,0.6,48,-14.46,855.41,155,155,310,302,56.8,61.32,55.38
bb_position+recovery_pct,bb_position,0.8,0.6,72,-14.46,855.41,109,109,218,293,58.7,61.32,55.38
bb_position+recovery_pct,close_position+bb_position,0.9,0.75,72,-14.46,855.41,105,105,210,107,52.4,61.32,55.38
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.8,72,-14.48,855.22,108,108,216,49,49.1,61.3,55.36
close_position,bb_position,0.8,0.65,48,-14.51,854.88,152,152,304,260,54.6,61.27,55.33
close_position+bb_position,close_position+drawdown_pct,0.9,0.75,48,-14.51,854.9,138,143,281,181,43.4,61.27,55.33
recovery_pct,close_position+drawdown_pct,0.8,0.7,72,-14.53,854.66,107,107,214,159,52.3,61.25,55.31
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.7,72,-14.54,854.56,108,108,216,136,50.9,61.24,55.3
bb_position+recovery_pct,close_position,0.8,0.7,48,-14.56,854.45,157,157,314,108,47.8,61.22,55.28
close_position+bb_position+recovery_pct,bb_position,0.65,0.65,72,-14.56,854.42,115,114,229,82,51.8,61.22,55.28
close_position+bb_position+recovery_pct,close_position,0.85,0.65,48,-14.57,854.26,146,146,292,409,50.7,61.21,55.27
close_position+bb_position,drawdown_pct+bb_position,0.9,0.6,48,-14.59,854.13,138,138,276,667,58.0,61.19,55.25
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.7,72,-14.59,854.12,107,107,214,167,53.3,61.19,55.25
recovery_pct,drawdown_pct,0.9,0.85,72,-14.6,853.99,104,104,208,60,53.8,61.18,55.24
close_position,close_position+drawdown_pct+bb_position,0.8,0.65,48,-14.61,853.93,152,152,304,244,55.3,61.17,55.23
close_position+bb_position,bb_position,0.9,0.75,72,-14.62,853.83,101,101,202,178,55.4,61.16,55.22
recovery_pct,bb_position,0.7,0.85,96,-14.63,853.72,87,86,173,13,52.3,61.15,55.21
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.65,48,-14.63,853.75,157,156,313,178,53.8,61.15,55.21
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.8,24,-14.64,853.64,245,254,499,155,40.6,61.14,55.2
bb_position+recovery_pct,drawdown_pct,0.85,0.8,24,-14.65,853.46,246,255,501,161,43.5,61.13,55.19
recovery_pct,bb_position,0.9,0.6,48,-14.67,853.28,142,143,285,517,55.9,61.11,55.17
close_position+recovery_pct,bb_position,0.8,0.75,72,-14.67,853.34,108,108,216,100,52.8,61.11,55.17
recovery_pct,close_position,0.8,0.65,72,-14.68,853.25,107,107,214,226,52.3,61.1,55.16
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.65,72,-14.68,853.17,108,108,216,220,49.1,61.1,55.16
recovery_pct,close_position+bb_position,0.9,0.85,72,-14.69,853.13,104,105,209,42,49.5,61.09,55.15
close_position+bb_position,close_position+drawdown_pct+bb_position,0.9,0.6,48,-14.69,853.06,138,138,276,641,58.0,61.09,55.15
close_position+recovery_pct,close_position+bb_position,0.85,0.7,48,-14.69,853.13,146,147,293,234,53.1,61.09,55.15
close_position,bb_position,0.65,0.6,48,-14.7,853.03,165,165,330,123,51.5,61.08,55.14
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.75,72,-14.7,852.99,105,105,210,97,57.1,61.08,55.14
bb_position+recovery_pct,bb_position,0.7,0.7,72,-14.71,852.9,113,112,225,77,56.2,61.07,55.13
close_position+recovery_pct,bb_position,0.9,0.85,48,-14.72,852.83,133,137,270,88,38.7,61.06,55.12
close_position+recovery_pct,close_position+bb_position,0.85,0.65,72,-14.72,852.79,105,105,210,254,56.2,61.06,55.12
close_position+bb_position+recovery_pct,bb_position,0.9,0.6,12,-14.73,852.72,310,310,620,1495,60.3,61.05,55.11
recovery_pct,close_position,0.85,0.7,72,-14.74,852.56,105,105,210,187,52.4,61.04,55.1
close_position+bb_position,close_position+drawdown_pct+bb_position,0.9,0.6,72,-14.74,852.6,101,101,202,462,58.4,61.04,55.1
recovery_pct,close_position,0.85,0.6,72,-14.76,852.4,105,105,210,405,57.1,61.02,55.08
close_position+bb_position+recovery_pct,close_position,0.8,0.6,24,-14.78,852.25,259,263,522,536,54.0,61.0,55.06
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.6,48,-14.78,852.16,162,167,329,125,41.3,61.0,55.06
close_position+bb_position,close_position+bb_position,0.75,0.6,24,-14.79,852.1,279,285,564,386,49.8,60.99,55.05
close_position+bb_position+recovery_pct,drawdown_pct,0.65,0.65,72,-14.79,852.14,115,114,229,71,46.5,60.99,55.05
close_position,close_position+drawdown_pct+bb_position,0.8,0.6,48,-14.81,851.88,152,152,304,364,55.9,60.97,55.03
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.7,72,-14.81,851.88,105,105,210,173,57.1,60.97,55.03
bb_position+recovery_pct,drawdown_pct,0.9,0.65,72,-14.81,851.93,105,105,210,263,49.5,60.97,55.03
close_position,close_position+drawdown_pct,0.9,0.7,48,-14.82,851.83,126,126,252,497,55.6,60.96,55.02
close_position+bb_position,drawdown_pct+bb_position,0.9,0.6,72,-14.84,851.62,101,101,202,479,58.4,60.94,55.0
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.7,72,-14.85,851.48,105,105,210,166,56.2,60.93,54.99
close_position+recovery_pct,drawdown_pct,0.9,0.9,48,-14.86,851.38,132,136,268,52,39.0,60.92,54.98
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.8,72,-14.86,851.43,107,107,214,80,53.3,60.92,54.98
close_position+recovery_pct,bb_position,0.9,0.8,72,-14.87,851.3,99,99,198,155,55.6,60.91,54.97
bb_position,bb_position,0.7,0.6,48,-14.88,851.23,163,163,326,179,52.8,60.9,54.96
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.7,72,-14.89,851.06,109,109,218,132,56.0,60.89,54.95
recovery_pct,close_position+drawdown_pct,0.9,0.7,72,-14.9,851.03,104,104,208,172,57.7,60.88,54.94
close_position+bb_position+recovery_pct,close_position,0.9,0.6,24,-14.9,850.96,217,217,434,1018,62.7,60.88,54.94
close_position+recovery_pct,close_position+bb_position,0.6,0.6,48,-14.92,850.8,164,166,330,126,51.8,60.86,54.92
close_position+recovery_pct,close_position+bb_position,0.8,0.65,72,-14.92,850.81,108,108,216,206,50.0,60.86,54.92
close_position,close_position+bb_position,0.8,0.6,24,-14.93,850.66,261,264,525,546,53.4,60.85,54.91
recovery_pct,drawdown_pct+bb_position,0.85,0.6,48,-14.94,850.59,150,150,300,441,59.3,60.84,54.9
recovery_pct,close_position+bb_position,0.75,0.75,72,-14.95,850.5,109,109,218,50,48.6,60.83,54.89
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.7,48,-14.95,850.46,159,158,317,91,49.4,60.83,54.89
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.6,48,-14.95,850.5,133,133,266,697,57.9,60.83,54.89
close_position+bb_position+recovery_pct,close_position+bb_position,0.9,0.7,48,-14.96,850.39,137,137,274,396,61.3,60.82,54.88
recovery_pct,drawdown_pct+bb_position,0.9,0.7,72,-14.97,850.3,104,104,208,201,58.7,60.81,54.87
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.7,48,-14.97,850.26,137,139,276,322,56.8,60.81,54.87
close_position+bb_position+recovery_pct,bb_position,0.85,0.8,72,-14.98,850.15,107,107,214,71,54.2,60.8,54.86
recovery_pct,close_position+drawdown_pct,0.85,0.6,72,-15.0,850.02,105,105,210,372,52.4,60.78,54.84
close_position+recovery_pct,drawdown_pct,0.85,0.7,72,-15.0,850.03,105,105,210,198,52.4,60.78,54.84
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.65,48,-15.0,850.03,159,158,317,151,52.5,60.78,54.84
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.75,72,-15.0,849.98,109,109,218,48,46.8,60.78,54.84
close_position,close_position+drawdown_pct,0.9,0.85,96,-15.01,849.87,74,74,148,102,54.1,60.77,54.83
close_position,close_position+drawdown_pct+bb_position,0.8,0.8,72,-15.01,849.87,110,113,223,9,40.7,60.77,54.83
recovery_pct,bb_position,0.85,0.65,72,-15.02,849.78,105,105,210,303,57.1,60.76,54.82
close_position+bb_position,close_position+bb_position,0.9,0.7,72,-15.02,849.77,101,101,202,255,54.5,60.76,54.82
close_position+recovery_pct,close_position+bb_position,0.8,0.65,48,-15.02,849.8,157,156,313,177,53.8,60.76,54.82
close_position+bb_position+recovery_pct,bb_position,0.9,0.75,48,-15.02,849.83,137,137,274,312,61.3,60.76,54.82
close_position+bb_position,drawdown_pct+bb_position,0.9,0.7,48,-15.03,849.66,138,141,279,326,46.1,60.75,54.81
close_position+recovery_pct,close_position,0.85,0.7,72,-15.03,849.66,105,105,210,162,53.3,60.75,54.81
close_position,bb_position,0.75,0.65,48,-15.04,849.63,160,160,320,194,51.2,60.74,54.8
close_position+recovery_pct,drawdown_pct,0.65,0.7,72,-15.04,849.58,114,113,227,78,47.8,60.74,54.8
close_position,close_position+drawdown_pct+bb_position,0.9,0.85,48,-15.05,849.46,125,130,255,86,39.2,60.73,54.79
bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.6,72,-15.05,849.47,115,114,229,118,45.6,60.73,54.79
close_position+bb_position+recovery_pct,close_position+bb_position,0.9,0.65,24,-15.05,849.48,217,217,434,829,62.2,60.73,54.79
recovery_pct,close_position+bb_position,0.75,0.65,48,-15.06,849.38,159,158,317,145,52.5,60.72,54.78
close_position+recovery_pct,close_position,0.65,0.65,48,-15.06,849.43,163,164,327,120,51.2,60.72,54.78
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.7,72,-15.06,849.36,114,115,229,56,40.0,60.72,54.78
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.85,72,-15.07,849.25,107,107,214,25,47.7,60.71,54.77
close_position+bb_position,bb_position,0.75,0.6,48,-15.09,849.14,163,163,326,179,52.8,60.69,54.75
close_position+recovery_pct,close_position+bb_position,0.9,0.85,48,-15.09,849.05,131,137,268,55,34.3,60.69,54.75
bb_position+recovery_pct,close_position+drawdown_pct,0.9,0.6,72,-15.09,849.09,105,105,210,307,53.3,60.69,54.75
close_position,close_position+drawdown_pct,0.9,0.75,48,-15.1,848.96,126,127,253,352,50.4,60.68,54.74
recovery_pct,close_position,0.85,0.75,72,-15.11,848.86,105,105,210,124,50.5,60.67,54.73
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.7,72,-15.11,848.88,108,108,216,132,49.1,60.67,54.73
bb_position+recovery_pct,bb_position,0.9,0.7,72,-15.14,848.63,105,105,210,197,52.4,60.64,54.7
close_position+bb_position,bb_position,0.9,0.85,72,-15.16,848.39,101,101,202,64,57.4,60.62,54.68
close_position,drawdown_pct+bb_position,0.9,0.65,48,-15.18,848.19,126,126,252,666,57.1,60.6,54.66
close_position+recovery_pct,bb_position,0.85,0.6,72,-15.18,848.24,105,105,210,396,54.3,60.6,54.66
close_position+bb_position+recovery_pct,close_position,0.85,0.6,48,-15.18,848.23,146,146,292,500,52.1,60.6,54.66
close_position+bb_position,close_position,0.9,0.6,72,-15.2,848.04,101,101,202,458,58.4,60.58,54.64
close_position+bb_position+recovery_pct,drawdown_pct,0.9,0.8,24,-15.2,848.05,216,219,435,338,54.8,60.58,54.64
